index,season,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
357,winter,12,0,6,0,clear,6.217500,3.749972,54.2500,12.750368,1011
358,winter,12,0,0,0,clear,4.914801,2.477426,68.1304,10.391097,754
359,winter,12,1,1,0,clear,7.121733,4.825310,50.6957,16.044155,1317
360,winter,12,0,2,1,mist,7.275000,5.623778,76.2500,12.626150,1162
361,winter,12,0,3,1,clear,6.059110,2.478284,50.3913,19.695387,2302
362,winter,12,0,4,1,clear,3.671651,1.416872,57.4167,8.000604,2423
363,winter,12,0,5,1,clear,6.648349,5.041592,63.6667,9.000579,2999
364,winter,12,0,6,0,clear,11.270000,11.331986,61.5833,14.750318,2485
365,winter,1,0,0,0,clear,9.390000,8.790986,69.2500,12.875189,2294
366,winter,1,1,1,0,clear,4.833021,0.652064,38.1304,22.087555,1951
367,winter,1,0,2,1,clear,950000,7.665850,44.1250,24.499957,2236
368,winter,1,0,3,1,mist,947500,8.123758,41.4583,12.374900,2368
369,winter,1,0,4,1,clear,4.494151,2.375192,52.4167,8.709129,3272
370,winter,1,0,5,1,clear,7.705849,6.457622,54.2083,11.249836,4098
371,winter,1,0,6,0,clear,10.486651,9.791414,53.1667,11.708786,4521
372,winter,1,0,0,0,clear,7.862500,6.457028,46.5000,12.833314,3425
373,winter,1,0,1,1,mist,2.535849,0.333614,70.1667,6.626300,2376
374,winter,1,0,2,1,clear,6.508712,5.042516,64.6522,12.565984,3598
375,winter,1,0,3,1,mist,4.885849,2.666186,84.7500,8.791807,2177
376,winter,1,0,4,1,mist,9.977500,9.207908,80.2917,12.124789,4097
377,winter,1,0,5,1,clear,4.885849,0.457892,50.7500,25.333236,3214
378,winter,1,0,6,0,clear,0.460000,3.916258,45.7500,12.541261,2493
379,winter,1,0,0,0,clear,166651,5.332750,41.9167,16.834286,2311
380,winter,1,1,1,0,clear,0.930000,3.416242,52.2500,15.500986,2298
381,winter,1,0,2,1,mist,9.533021,8.042348,71.6087,23.391710,2935
382,winter,1,0,3,1,clear,6.256651,2.166764,44.3333,27.833743,3376
383,winter,1,0,4,1,clear,0.930000,3.457492,49.7500,14.750586,3292
384,winter,1,0,5,1,mist,2.222500,1.416772,45.0000,13.584250,3163
385,winter,1,0,6,0,mist,0.146651,4.458250,83.1250,14.917014,1301
386,winter,1,0,0,0,mist,362500,5.291500,79.6250,13.375746,1977
387,winter,1,0,1,1,mist,2.261651,0.041828,91.1250,7.417436,2432
388,winter,1,0,2,1,clear,8.097500,7.041128,83.5833,8.292389,4339
389,winter,1,0,3,1,clear,5.825849,3.458186,64.3750,10.791757,4270
390,winter,1,0,4,1,mist,8.058349,7.499300,76.9583,4.917519,4075
391,winter,1,0,5,1,mist,11.975000,11.415278,74.1250,22.958689,3456
392,winter,1,0,6,0,clear,6.844151,5.541014,54.3333,14.125543,4023
393,winter,1,0,0,0,clear,5.277500,1.999586,31.1250,16.083350,3243
394,winter,1,0,1,1,clear,4.650849,1.333250,40.0833,14.458064,3624
395,winter,1,0,2,1,clear,10.330000,9.166922,41.6667,17.541739,4509
396,winter,2,0,3,1,clear,14.050849,14.791508,50.7917,12.667489,4579
397,winter,2,0,4,1,mist,10.760849,10.332086,67.2917,12.541529,3761
398,winter,2,0,5,1,clear,6.726651,4.416836,52.6667,11.959232,4151
399,winter,2,0,6,0,mist,4.415849,1.999850,77.9583,8.167032,2832
400,winter,2,0,0,0,mist,4.494151,1.458386,68.7917,11.791732,2947
401,winter,2,0,1,1,clear,5.282623,3.564116,62.2174,10.304600,3784
402,winter,2,0,2,1,clear,8.645849,7.832864,49.6250,9.874393,4375
403,winter,2,0,3,1,mist,4.063349,1.583786,72.2917,8.959307,2802
404,winter,2,0,4,1,clear,4.455000,1.291208,56.2083,13.000479,3830
405,winter,2,0,5,1,mist,5.199151,3.374828,54.0000,7.834243,3831
406,winter,2,0,6,0,light precip,2.535849,2.082778,73.1250,19.416332,2169
407,winter,2,0,0,0,clear,007500,9.290572,46.4583,27.417204,1529
408,winter,2,0,1,1,clear,2.457500,0.957742,41.1250,11.207961,3422
409,winter,2,0,2,1,mist,7.000849,6.040436,50.8750,9.458993,3922
410,winter,2,0,3,1,clear,8.371651,7.207514,53.1250,12.167200,4169
411,winter,2,0,4,1,mist,6.883349,5.790692,75.2917,6.125475,3005
412,winter,2,0,5,1,clear,8.136651,7.207514,63.4583,13.791682,4154
413,winter,2,0,6,0,clear,8.293349,7.458050,53.4583,12.792243,4318
414,winter,2,0,0,0,mist,5.160000,1.542008,51.5833,16.958504,2689
415,winter,2,1,1,0,clear,5.160000,2.043806,50.7826,15.348561,3129
416,winter,2,0,2,1,clear,5.527822,3.477458,59.4348,13.783039,3777
417,winter,2,0,3,1,clear,10.604151,9.916022,56.7917,15.709557,4773
418,winter,2,0,4,1,clear,13.345849,13.333436,55.4583,12.791171,5062
419,winter,2,0,5,1,mist,11.152500,11.124086,73.7500,15.916989,3487
420,winter,2,0,6,0,clear,5.669151,0.874550,39.5833,28.250014,2732
421,winter,2,0,0,0,clear,5.120849,1.708328,41.0000,13.750343,3389
422,winter,2,0,1,1,clear,9.233349,7.624964,49.0833,17.958211,4322
423,winter,2,0,2,1,clear,8.880849,7.332650,39.5833,12.958939,4363
424,winter,2,0,3,1,mist,8.184356,6.999020,80.4783,12.000839,1834
425,winter,3,0,4,1,clear,14.834151,15.374486,61.5417,15.208129,4990
426,winter,3,0,5,1,mist,8.606651,7.749572,65.7083,9.708568,3194
427,winter,3,0,6,0,mist,11.465849,11.290472,62.1250,10.792293,4066
428,winter,3,0,0,0,clear,7.314151,3.999386,40.3333,22.416257,3423
429,winter,3,0,1,1,clear,3.436651,0.082714,50.6250,15.333486,3333
430,winter,3,0,2,1,clear,4.141651,0.832772,45.6667,13.458625,3956
431,winter,3,0,3,1,clear,10.995849,9.416600,51.3333,23.167193,4916
432,winter,3,0,4,1,clear,16.792500,18.623864,56.7500,29.584721,5382
433,winter,3,0,5,1,mist,11.309151,10.207478,40.7083,27.791600,4569
434,winter,3,0,6,0,clear,5.512500,2.332622,35.0417,15.125250,4118
435,winter,3,0,0,0,clear,9.001733,7.738220,47.6957,14.913329,4911
436,winter,3,0,1,1,clear,13.933349,14.333072,48.9167,13.916771,5298
437,winter,3,0,2,1,clear,18.555000,19.833314,61.7500,15.875650,5847
438,winter,3,0,3,1,clear,18.907500,20.208722,50.7083,7.709154,6312
439,winter,3,0,4,1,clear,18.202500,19.166450,57.9583,10.042161,6192
440,winter,3,0,5,1,mist,12.484151,12.791114,84.2083,7.583864,4378
441,winter,3,0,6,0,mist,16.165849,17.333036,75.5833,7.417168,7836
442,winter,3,0,0,0,mist,14.207500,14.624000,81.0000,8.501161,5892
443,winter,3,0,1,1,clear,17.615000,19.166186,72.8750,10.875239,6153
444,winter,3,0,2,1,clear,18.359151,19.543178,80.7917,8.125157,6093
445,spring,3,0,3,1,mist,16.988349,17.875028,82.1250,6.000406,6230
446,spring,3,0,4,1,clear,18.045849,19.083422,83.1250,7.876654,6871
447,spring,3,0,5,1,mist,20.278349,21.624422,69.4167,7.792100,8362
448,spring,3,0,6,0,mist,15.617500,16.124378,88.5417,12.916461,3372
449,spring,3,0,0,0,mist,12.562500,12.874208,88.0833,14.791925,4996
450,spring,3,0,1,1,clear,12.954151,12.957500,47.7917,25.917007,5558
451,spring,3,0,2,1,clear,7.196651,4.833164,29.0000,12.541864,5102
452,spring,3,0,3,1,clear,14.755849,15.082700,48.1250,19.541957,5698
453,spring,3,0,4,1,clear,15.225849,15.832064,43.9167,21.416550,6133
454,spring,3,0,5,1,mist,9.390000,8.790986,58.0833,9.250489,5459
455,spring,3,0,6,0,mist,11.935849,11.832728,73.8333,16.791339,6235
456,spring,4,0,0,0,mist,12.014151,11.540942,67.6250,11.541889,6041
457,spring,4,0,1,1,clear,12.393911,12.215858,50.4348,20.913313,5936
458,spring,4,0,2,1,clear,13.933349,14.457878,39.6667,6.708911,6772
459,spring,4,0,3,1,clear,17.458349,19.207700,46.9583,12.125325,6436
460,spring,4,0,4,1,clear,12.445000,12.456758,37.4167,14.708443,6457
461,spring,4,0,5,1,clear,10.956651,9.790622,37.7083,20.125996,6460
462,spring,4,0,6,0,clear,12.562500,12.124514,25.4167,18.416357,6857
463,spring,4,0,0,0,clear,15.500000,16.500050,27.5833,15.583932,5169
464,spring,4,0,1,1,clear,14.990849,15.458108,31.7500,23.999132,5585
465,spring,4,0,2,1,clear,12.993349,12.791378,43.5000,16.708125,5918
466,spring,4,0,3,1,clear,8.388712,6.260084,46.9565,19.783358,4862
467,spring,4,0,4,1,clear,10.682500,9.581864,46.6250,19.458743,5409
468,spring,4,0,5,1,clear,12.797500,12.499328,40.8333,10.416557,6398
469,spring,4,0,6,0,clear,15.265000,16.207736,50.2917,12.791439,7460
470,spring,4,0,0,0,clear,20.513349,21.875750,50.7917,15.083643,7132
471,spring,4,1,1,0,clear,23.215849,24.585050,56.1667,19.083543,6370
472,spring,4,0,2,1,clear,20.591651,23.500142,39.0417,18.333143,6691
473,spring,4,0,3,1,mist,13.776651,14.164508,56.9167,11.250104,4367
474,spring,4,0,4,1,clear,15.421651,16.541036,61.2500,4.417256,6565
475,spring,4,0,5,1,clear,16.753349,18.041150,69.4583,10.041357,7290
476,spring,4,0,6,0,clear,18.790000,19.832786,68.2917,19.000329,6624
477,spring,4,0,0,0,light precip,10.643349,9.707264,83.5417,23.084582,1027
478,spring,4,0,1,1,mist,7.118349,3.874250,76.6667,20.334232,3214
479,spring,4,0,2,1,clear,11.426651,10.748678,45.4167,16.708661,5633
480,spring,4,0,3,1,clear,14.403349,15.040922,42.7917,7.959064,6196
481,spring,4,0,4,1,mist,15.421651,15.916478,75.6667,11.833875,5026
482,spring,4,0,5,1,clear,13.502500,13.874042,40.0833,23.291411,6233
483,spring,4,0,6,0,mist,9.703349,8.915264,48.9583,8.708325,4220
484,spring,4,0,0,0,clear,13.541651,13.707986,58.7083,7.832836,6304
485,spring,4,0,1,1,mist,13.815849,14.207936,57.0000,11.499746,5572
486,spring,5,0,2,1,mist,20.826651,22.083386,65.9583,10.458432,5740
487,spring,5,0,3,1,clear,18.515849,19.501136,79.7083,9.249886,6169
488,spring,5,0,4,1,mist,18.320000,19.457972,76.8333,8.957632,6421
489,spring,5,0,5,1,clear,21.492500,23.000522,73.5417,10.916846,6296
490,spring,5,0,6,0,mist,21.218349,22.584128,75.6667,10.250464,6883
491,spring,5,0,0,0,mist,18.437500,20.084642,74.0000,10.041893,6359
492,spring,5,0,1,1,mist,17.262500,18.791372,66.4167,15.458307,6273
493,spring,5,0,2,1,mist,19.338349,20.793086,68.5833,19.833943,5728
494,spring,5,0,3,1,mist,19.025000,20.499650,74.4167,14.499604,4717
495,spring,5,0,4,1,clear,15.774151,16.457678,55.2083,21.042221,6572
496,spring,5,0,5,1,clear,17.066651,18.374978,36.0417,15.874779,7030
497,spring,5,0,6,0,clear,18.515849,19.957922,48.0417,8.249911,7429
498,spring,5,0,0,0,clear,20.787500,22.625708,57.6250,15.082839,6118
499,spring,5,0,1,1,mist,18.946651,20.293400,78.9583,14.250364,2843
500,spring,5,0,2,1,mist,20.748349,22.042664,79.4583,9.875264,5115
501,spring,5,0,3,1,clear,21.923349,23.334350,69.7917,8.208304,7424
502,spring,5,0,4,1,clear,19.886651,21.792458,52.0000,15.374825,7384
503,spring,5,0,5,1,clear,18.515849,20.373986,52.3333,9.166739,7639
504,spring,5,0,6,0,clear,20.200000,21.415928,45.6250,5.626325,8294
505,spring,5,0,0,0,clear,21.179151,22.541822,53.0417,17.042589,7129
506,spring,5,0,1,1,mist,20.121651,21.334022,81.1250,15.624668,4359
507,spring,5,0,2,1,mist,20.905000,22.334450,76.5833,7.917189,6073
508,spring,5,0,3,1,mist,21.218349,22.584392,77.4583,6.834000,5260
509,spring,5,0,4,1,clear,22.785000,24.042200,71.6667,11.584032,6770
510,spring,5,0,5,1,clear,23.960000,25.416914,74.7083,9.416850,6734
511,spring,5,0,6,0,clear,24.547500,26.417936,73.2500,13.332464,6536
512,spring,5,0,0,0,clear,24.430000,26.334050,69.7083,14.416457,6591
513,spring,5,1,1,0,clear,25.487500,28.833800,67.6250,13.166907,6043
514,spring,5,0,2,1,clear,25.957500,28.417472,68.4583,19.791800,5743
515,spring,5,0,3,1,mist,22.863349,24.334514,67.0000,9.000043,6855
516,spring,5,0,4,1,clear,23.960000,25.667714,49.2917,13.083693,7338
517,spring,6,0,5,1,mist,22.745849,24.125492,75.5417,15.916721,4127
518,spring,6,0,6,0,clear,19.416651,21.375008,54.9167,12.499654,8120
519,spring,6,0,0,0,clear,20.317500,21.958778,49.3333,12.333829,7641
520,spring,6,0,1,1,clear,20.082500,22.166678,48.7083,19.083811,6998
521,spring,6,0,2,1,mist,17.419151,18.708872,61.3333,14.041525,7001
522,spring,6,0,3,1,clear,18.045849,19.791272,61.1250,5.167375,7055
523,spring,6,0,4,1,clear,20.317500,21.583172,56.7083,10.542450,7494
524,spring,6,0,5,1,clear,22.510849,23.458892,46.7917,11.750661,7736
525,spring,6,0,6,0,clear,25.409151,26.792222,43.7083,9.667229,7498
526,spring,6,0,0,0,clear,26.153349,27.792122,53.8333,8.959307,6598
527,spring,6,0,1,1,mist,25.879151,27.541586,58.7917,13.916771,6664
528,spring,6,0,2,1,mist,22.706651,23.459750,83.3333,14.374582,4972
529,spring,6,0,3,1,clear,22.824151,24.333722,58.2083,22.999693,7421
530,spring,6,0,4,1,clear,22.471651,25.209278,56.9583,17.000111,7363
531,spring,6,0,5,1,clear,22.040849,23.583764,58.9583,11.833339,7665
532,spring,6,0,6,0,clear,21.688349,23.250728,50.4167,11.166689,7702
533,spring,6,0,0,0,clear,19.847500,21.750350,59.8750,9.708568,6978
534,spring,6,0,1,1,mist,18.711651,19.959572,77.7917,11.707982,5099
535,spring,6,0,2,1,clear,24.351651,27.209672,69.0000,9.917139,6825
536,spring,6,0,3,1,clear,28.777500,31.584350,59.2083,7.625404,6211
537,summer,6,0,4,1,clear,29.874151,33.667772,56.7917,7.958729,5905
538,summer,6,0,5,1,clear,28.542500,31.791986,57.3750,12.250414,5823
539,summer,6,0,6,0,clear,26.388349,27.084272,53.4583,12.041307,7458
540,summer,6,0,0,0,clear,26.936651,28.500764,47.9167,9.750175,6891
541,summer,6,0,1,1,clear,25.644151,27.166772,50.4167,20.125661,6779
542,summer,6,0,2,1,clear,21.649151,23.250464,37.3333,23.292014,7442
543,summer,6,0,3,1,clear,24.782500,26.292272,36.0000,18.208925,7335
544,summer,6,0,4,1,clear,27.210849,28.583792,42.2500,11.500550,6879
545,summer,6,0,5,1,clear,31.205849,35.916458,48.8750,11.082939,5463
546,summer,6,0,6,0,clear,27.955000,29.375528,60.1250,10.791757,5687
547,summer,7,0,0,0,clear,30.344151,33.541514,51.8750,11.291443,5531
548,summer,7,0,1,1,clear,28.738349,30.334508,44.7083,13.082889,6227
549,summer,7,0,2,1,clear,28.699151,30.374900,49.2083,8.457879,6660
550,summer,7,1,3,0,clear,29.090849,32.334242,53.8750,9.041650,7403
551,summer,7,0,4,1,clear,30.892500,34.250222,45.7917,12.999943,6241
552,summer,7,0,5,1,clear,30.931651,33.667178,45.0833,9.791514,6207
553,summer,7,0,6,0,clear,32.498349,37.124258,49.2083,10.958118,4840
554,summer,7,0,0,0,clear,30.657500,36.166136,57.3750,8.417143,4672
555,summer,7,0,1,1,mist,25.409151,27.167564,68.3333,12.125325,6569
556,summer,7,0,2,1,mist,25.879151,27.876536,66.7500,10.166379,6290
557,summer,7,0,3,1,clear,25.683349,26.917886,63.3333,10.166111,7264
558,summer,7,0,4,1,clear,25.644151,27.209078,52.9583,9.833925,7446
559,summer,7,0,5,1,mist,26.388349,28.083578,48.5833,5.416950,7499
560,summer,7,0,6,0,mist,25.056651,27.958772,69.9167,9.626493,6969
561,summer,7,0,0,0,clear,27.054151,30.542936,71.7917,11.166689,6031
562,summer,7,0,1,1,clear,27.876651,31.792250,64.5000,11.000529,6830
563,summer,7,0,2,1,clear,30.461651,33.875078,50.5833,7.666743,6786
564,summer,7,0,3,1,clear,29.286651,33.208478,57.7083,9.208614,5713
565,summer,7,0,4,1,clear,28.190000,31.166372,60.0417,11.083743,6591
566,summer,7,0,5,1,mist,23.294151,24.459650,84.4167,14.000789,5870
567,summer,7,0,6,0,light precip,20.004151,20.294192,86.5417,14.291100,4459
568,summer,7,0,0,0,mist,23.372500,25.126250,76.2500,6.292694,7410
569,summer,7,0,1,1,clear,26.858349,29.541122,69.4167,9.291761,6966
570,summer,7,0,2,1,clear,27.289151,30.625700,65.5000,14.167418,7592
571,summer,7,0,3,1,clear,26.035849,27.167564,45.0000,11.041600,8173
572,summer,7,0,4,1,clear,28.503349,32.791358,59.6667,19.082471,6861
573,summer,7,0,5,1,clear,28.738349,32.458322,59.4583,10.250464,6904
574,summer,7,0,6,0,clear,27.524151,30.041864,61.3333,10.542450,6685
575,summer,7,0,0,0,clear,25.918349,28.083578,62.3750,11.416532,6597
576,summer,7,0,1,1,clear,26.349151,29.209142,66.8750,10.292339,7105
577,summer,7,0,2,1,clear,25.526651,27.751136,70.4167,11.083475,7216
578,summer,8,0,3,1,clear,25.722500,28.042328,67.7500,9.458993,7580
579,summer,8,0,4,1,clear,27.367500,30.667808,65.9583,8.666718,7261
580,summer,8,0,5,1,mist,27.994151,31.709222,64.2500,14.458064,7175
581,summer,8,0,6,0,clear,29.286651,33.583622,61.3333,17.249686,6824
582,summer,8,0,0,0,clear,28.150849,32.251214,65.2500,19.458207,5464
583,summer,8,0,1,1,mist,27.367500,30.876236,65.4167,8.666718,7013
584,summer,8,0,2,1,mist,26.584151,30.042986,70.3750,7.832836,7273
585,summer,8,0,3,1,mist,27.250000,30.709322,67.2917,7.416900,7534
586,summer,8,0,4,1,clear,27.524151,30.167528,62.0417,10.458700,7286
587,summer,8,0,5,1,mist,25.644151,28.084172,71.5833,16.000471,5786
588,summer,8,0,6,0,mist,24.547500,26.125622,73.2917,13.834093,6299
589,summer,8,0,0,0,clear,24.939151,26.542214,53.0417,8.208304,6544
590,summer,8,0,1,1,clear,25.879151,27.708764,54.5417,9.126204,6883
591,summer,8,0,2,1,clear,26.153349,28.667414,68.6667,11.333586,6784
592,summer,8,0,3,1,clear,25.213349,27.166442,61.9583,11.374657,7347
593,summer,8,0,4,1,clear,25.800849,27.209408,51.9167,9.500332,7605
594,summer,8,0,5,1,clear,25.996651,0.001600,57.0833,15.500718,7148
595,summer,8,0,6,0,clear,23.881651,24.792686,60.3333,11.917089,7865
596,summer,8,0,0,0,mist,21.884151,23.834564,71.1667,5.792150,4549
597,summer,8,0,1,1,mist,21.884151,23.333822,73.4167,8.708593,6530
598,summer,8,0,2,1,clear,22.510849,23.667650,67.3750,4.875644,7006
599,summer,8,0,3,1,clear,23.372500,25.042364,67.7083,4.708981,7375
600,summer,8,0,4,1,clear,24.704151,26.042528,63.5833,5.667919,7765
601,summer,8,0,5,1,mist,25.017500,26.708600,61.5000,4.833769,7582
602,summer,8,0,6,0,mist,23.098349,24.833936,71.2917,16.375336,6053
603,summer,8,0,0,0,mist,22.706651,23.335736,84.5833,15.333486,5255
604,summer,8,0,1,1,clear,25.056651,27.209408,73.0417,8.625111,6917
605,summer,8,0,2,1,clear,26.231651,27.959300,62.0000,12.791975,7040
606,summer,8,0,3,1,clear,24.195000,25.958378,55.2083,7.541654,7697
607,summer,8,0,4,1,clear,25.213349,27.083414,59.0417,5.166819,7713
608,summer,8,0,5,1,clear,27.915849,29.500400,58.7500,11.291711,7350
609,summer,9,0,6,0,mist,27.406651,30.375164,63.8333,7.583529,6140
610,summer,9,0,0,0,mist,24.743349,26.834000,81.5000,4.292744,5810
611,summer,9,1,1,0,clear,25.252500,27.667514,79.0833,10.125107,6034
612,summer,9,0,2,1,clear,26.114151,29.334608,75.5000,15.833507,6864
613,summer,9,0,3,1,clear,26.623349,30.792878,74.1250,12.583136,7112
614,summer,9,0,4,1,mist,24.743349,27.251714,81.0417,9.542207,6203
615,summer,9,0,5,1,clear,25.056651,27.375464,73.6250,11.500282,7504
616,summer,9,0,6,0,mist,22.980849,24.333986,79.9167,18.833968,5976
617,summer,9,0,0,0,clear,20.670000,22.209050,54.7500,15.041232,8227
618,summer,9,0,1,1,clear,19.416651,21.333164,50.3750,17.333771,7525
619,summer,9,0,2,1,clear,19.142500,20.583272,52.0000,6.167631,7767
620,summer,9,0,3,1,clear,20.160849,21.624950,57.7083,8.833682,7870
621,summer,9,0,4,1,clear,20.787500,22.250828,63.7083,5.542294,7804
622,summer,9,0,5,1,clear,21.766651,23.209478,67.2500,6.958821,8009
623,summer,9,0,6,0,clear,20.591651,22.667222,50.1667,16.583907,8714
624,summer,9,0,0,0,clear,19.260000,21.166250,57.0000,6.042281,7333
625,summer,9,0,1,1,mist,19.299151,20.501300,73.4583,10.166714,6869
626,summer,9,0,2,1,mist,21.296651,21.294422,87.2500,23.958329,4073
627,summer,9,0,3,1,clear,17.967500,19.666664,53.6667,14.416725,7591
628,summer,9,0,4,1,clear,17.693349,19.124672,61.8333,7.917189,7720
629,summer,9,0,5,1,clear,20.160849,21.750086,66.8750,10.333343,8167
630,summer,9,0,6,0,clear,22.550000,24.292208,64.6667,19.000061,8395
631,fall,9,0,0,0,clear,16.870849,18.249578,46.7083,14.958286,7907
632,fall,9,0,1,1,clear,16.165849,17.165858,49.2917,9.541068,7436
633,fall,9,0,2,1,clear,17.850000,19.915814,57.0000,15.833507,7538
634,fall,9,0,3,1,clear,21.845000,23.376458,63.0833,16.374800,7733
635,fall,9,0,4,1,mist,22.550000,24.126350,69.0833,9.000914,7393
636,fall,9,0,5,1,mist,21.100849,22.666958,69.0000,10.999993,7415
637,fall,9,0,6,0,clear,17.497500,18.999536,54.2917,15.249468,8555
638,fall,9,0,0,0,clear,16.753349,18.165758,58.3333,9.042186,6889
639,fall,10,0,1,1,mist,16.479151,17.792000,64.9167,6.083881,6778
640,fall,10,0,2,1,light precip,19.769151,19.793978,87.1667,6.999825,4639
641,fall,10,0,3,1,mist,22.902500,23.542778,79.3750,4.458569,7572
642,fall,10,0,4,1,mist,22.902500,24.126350,72.2917,7.875582,7328
643,fall,10,0,5,1,clear,20.905000,22.292342,62.7500,7.125450,8156
644,fall,10,0,6,0,clear,18.045849,19.542386,66.4167,17.957675,7965
645,fall,10,0,0,0,mist,11.544151,11.707658,70.8333,9.457854,3510
646,fall,10,1,1,0,mist,10.016651,9.582128,70.9583,12.708493,5478
647,fall,10,0,2,1,mist,12.993349,12.915392,76.1667,12.750100,6392
648,fall,10,0,3,1,clear,16.165849,17.207372,63.0833,12.584007,7691
649,fall,10,0,4,1,clear,12.445000,12.457022,46.3333,12.166932,7570
650,fall,10,0,5,1,clear,12.562500,12.582686,53.9167,15.751164,7282
651,fall,10,0,6,0,clear,10.486651,9.832136,49.4583,9.791514,7109
652,fall,10,0,0,0,clear,16.518349,17.541464,64.0417,18.667004,6639
653,fall,10,0,1,1,mist,18.398349,19.583900,70.7500,19.834479,5875
654,fall,10,0,2,1,clear,14.011651,14.415836,55.8333,12.208807,7534
655,fall,10,0,3,1,clear,13.424151,13.707128,69.2917,6.791857,7461
656,fall,10,0,4,1,mist,16.557500,17.833250,72.8333,15.874779,7509
657,fall,10,0,5,1,mist,18.476651,19.501136,81.5000,9.041918,5424
658,fall,10,0,6,0,clear,14.755849,15.207572,57.2917,7.874979,8090
659,fall,10,0,0,0,clear,13.815849,14.124314,51.0000,11.125618,6824
660,fall,10,0,1,1,clear,14.912500,15.874172,56.8333,5.459381,7058
661,fall,10,0,2,1,clear,17.575849,19.000064,64.1667,6.334569,7466
662,fall,10,0,3,1,clear,19.612500,20.875586,63.6250,4.876206,7693
663,fall,10,0,4,1,mist,17.850000,18.959408,80.0417,8.333125,7359
664,fall,10,0,5,1,mist,17.654151,18.501500,80.7083,8.875289,7444
665,fall,10,0,6,0,mist,16.910000,17.998778,72.0000,15.791364,7852
666,fall,10,0,0,0,mist,14.442500,14.872886,69.4583,26.666536,4459
667,fall,10,0,1,1,light precip,12.680000,13.000400,88.0000,23.999400,22
668,fall,10,0,2,1,mist,6.954554,4.453994,82.5455,14.271603,1096
669,fall,10,0,3,1,mist,8.802500,7.832600,66.6667,11.166689,5566
670,fall,11,0,4,1,mist,9.194151,8.416172,58.1667,10.542182,5986
671,fall,11,0,5,1,clear,8.685000,7.498772,52.2083,17.833725,5847
672,fall,11,0,6,0,mist,8.136651,5.373836,49.1250,18.125443,5138
673,fall,11,0,0,0,clear,7.314151,5.749508,53.2917,12.000236,5107
674,fall,11,0,1,1,clear,7.000849,4.332950,49.4167,15.833775,5259
675,fall,11,0,2,1,clear,5.199151,2.583422,56.7083,11.625371,5686
676,fall,11,0,3,1,mist,5.904151,2.124986,54.7500,20.375236,5035
677,fall,11,0,4,1,clear,8.552178,6.564806,33.3478,23.304945,5315
678,fall,11,0,5,1,clear,8.998349,7.457258,54.0833,14.375386,5992
679,fall,11,0,6,0,clear,10.290849,9.999842,64.5417,3.875669,6536
680,fall,11,0,0,0,clear,11.779151,11.833058,65.9167,8.542500,6852
681,fall,11,1,1,0,clear,14.795000,15.375278,74.1667,11.625639,6269
682,fall,11,0,2,1,mist,8.136651,5.332850,66.2917,22.917082,4094
683,fall,11,0,3,1,clear,5.590849,2.583158,55.2083,13.374875,5495
684,fall,11,0,4,1,mist,7.118349,5.416472,62.0417,10.250129,5445
685,fall,11,0,5,1,clear,8.215000,6.915464,52.4583,11.458675,5698
686,fall,11,0,6,0,clear,7.275000,5.541278,54.5417,12.041843,5629
687,fall,11,0,0,0,clear,8.097500,6.291236,69.2917,15.250004,4669
688,fall,11,0,1,1,mist,9.899151,8.790986,62.3333,15.749489,5499
689,fall,11,0,2,1,mist,9.585849,9.124022,68.5000,5.542575,5634
690,fall,11,0,3,1,clear,8.606651,8.082872,61.3750,6.917482,5146
691,fall,11,1,4,0,clear,7.980000,7.124486,58.0417,3.542344,2425
692,fall,11,0,5,1,clear,9.311651,8.999414,56.8750,9.917407,3910
693,fall,11,0,6,0,clear,5.081651,0.416972,40.4583,25.250357,2277
694,fall,11,0,0,0,clear,3.554151,1.000478,46.8333,10.083500,2424
695,fall,11,0,1,1,clear,6.726651,6.374264,53.5417,3.125550,5087
696,fall,11,0,2,1,mist,5.708349,2.582828,78.6667,15.916654,3959
697,fall,11,0,3,1,clear,5.943349,3.124292,50.6250,14.125007,5260
698,fall,11,0,4,1,clear,5.200890,3.695852,55.5652,7.739974,5323
699,fall,11,0,5,1,clear,6.021651,5.375222,64.9583,3.917544,5668
700,fall,12,0,6,0,mist,6.021651,4.915664,80.6667,4.000181,5191
701,fall,12,0,0,0,mist,8.332500,7.707728,82.3333,8.333393,4649
702,fall,12,0,1,1,clear,13.267500,14.082536,76.7500,5.542294,6234
703,fall,12,0,2,1,clear,14.364151,14.957564,73.3750,11.666643,6606
704,fall,12,0,3,1,clear,12.601651,12.248792,48.5000,21.709407,5729
705,fall,12,0,4,1,clear,4.024151,1.041464,50.8750,11.708518,5375
706,fall,12,0,5,1,mist,7.079151,5.249228,76.4167,8.750200,5008
707,fall,12,0,6,0,mist,9.938349,9.707528,91.1250,6.792393,5582
708,fall,12,0,0,0,mist,10.055849,9.749636,90.5417,10.584325,3228
709,fall,12,0,1,1,mist,12.484151,12.747950,92.5000,12.750636,5170
710,fall,12,0,2,1,mist,8.606651,6.331958,59.6667,19.834479,5501
711,fall,12,0,3,1,mist,5.982500,3.624308,53.8333,10.916779,5319
712,fall,12,0,4,1,clear,5.904151,3.416408,48.5833,11.666643,5532
713,fall,12,0,5,1,clear,5.238349,3.416672,64.2917,8.792343,5611
714,fall,12,0,6,0,clear,7.235849,6.333278,65.0417,7.125450,5047
